author_searched,title,description,categories,author_avg_rating,author_rating_count,author_total_reviews,book_avg_rating,num_pages,book_published_year
Agatha Christie,Endless Night,"Some are born to sweet delight, Some are born to endless night . . . When penniless Michael Rogers discovers the beautiful house at Gypsy’s Acre and then meets the heiress Ellie, it seems that all his dreams have come true at once. But he ignores an old woman’s warning of an ancient curse, and evil begins to stir in paradise. As Michael soon learns: Gypsy’s Acre is the place where fatal “accidents” happen.",'Fiction',4.02,7778022,511814,4.0,33,2011
Agatha Christie,They Do it with Mirrors,"Miss Marple senses danger when she visits a friend living in a Victorian mansion which doubles as a rehabilitiation centre for delinquents. Her fears are confirmed when a youth fires a revolver at the administrator, Lewis Serrocold. Neither is injured. But a mysterious visitor, Mr Gilbrandsen, is less fortunate - shot dead simultaneously in another part of the building. Pure coincidence? Miss Marple thinks not, and vows to discover the real reason for Mr Gilbrandsen's visit.","'Detective and mystery stories, English'",4.02,7778022,511814,5.0,242,1980
Michael Connelly,The Black Echo,"One Sunday, LAPD detective Harry Bosch gets a call-out. A body has been found in a drainage tunnel off Mulholland Drive, Hollywood. Bosch recognises the victim. Billy Meadows was a fellow 'tunnel rat' in Vietnam. Bosch believes he let down Billy Meadows once before, so now he is determined to bring the killer to justice.",'Fiction',4.21,3219028,159493,3.0,310,2009
Michael Connelly,Angels Flight,"When an African American lawyer, infamous for his lawsuits alleging racism by LAPD police officers, is murdered on the eve of a sensational trial, Harry Bosch, facing a suspect list that includes half the department, is assigned the case. To make matters worse, Bosch's wife, Eleanor, has disappeared. Bosch fears she has left him, or succumbed to her gambling addiction.",'Fiction',4.21,3219028,159493,4.0,482,1999
Michael Connelly,The Law of Innocence,"THE TRIAL OF A LIFETIME. BUT WILL IT BE HIS LAST? 'Another masterpiece from one of the world's greatest crime writers' Express 'This is Connelly on top form ... A terrific thriller' Mail on Sunday 'Grabs you on the very first page and doesn't let go' The Times * * * * * Heading home after winning his latest case, defence attorney Mickey Haller - The Lincoln Lawyer - is pulled over by the police. They open the trunk of his car to find the body of a former client. Haller knows the law inside out. He will be charged with murder. He will have to build his case from behind bars. And the trial will be the trial of his life. Because Mickey Haller will defend himself in court. With watertight evidence stacked against him, Haller will need every trick in the book to prove he was framed. But a not-guilty verdict isn't enough. In order to truly walk free, Haller knows he must find the real killer - that is the law of innocence... * * * * * 'Pick up this gripping book at your peril, especially if you have other things to do like working or sleeping.' Express 'The so-called Lincoln Lawyer ... turns in another dazzling courtroom performance' New York Times Book Review * * * * * ""The law of innocence is unwritten. It will not be found in a leather-bound code book. It will never be argued in a courtroom. In nature, for every action there is an equal and opposite reaction. In the law of innocence, for every man not guilty of a crime there is a man out there who is. And to prove true innocence the guilty man must be found and exposed to the world."" * * * * * CRIME DOESN'T COME BETTER THAN CONNELLY: 'One of the very best writers working today' Sunday Telegraph 'The pre-eminent detective novelist of his generation' Ian Rankin 'A superb natural storyteller' Lee Child 'A master' Stephen King 'Crime thriller writing of the highest order' Guardian 'America's greatest living crime writer' Daily Express 'A crime writing genius' Independent on Sunday",'Fiction',4.21,3219028,159493,3.0,470,2020
Michael Connelly,Switchblade,"In this original short story from #1 New York Times bestselling author Michael Connelly, LAPD Detective Harry Bosch seeks justice for the forgotten NOTE: This file includes a preview of Michael Connelly's novel The Crossing. In ""Switchblade,"" an anonymous tip puts Bosch on a case that has remained unsolved for decades, the vicious stabbing of a teenage boy whose body was found in an abandoned Old Hollywood restaurant. Cold cases are often the toughest: With no body, no murder scene, and no fingerprints, Bosch nevertheless gets lucky when DNA evidence from the murder weapon points to a known killer. But the DA insists that science alone is not enough - he needs the case to be bulletproof before he'll take it to court. Determined to speak for those who can no longer speak for themselves, Bosch has one chance to wrench a confession out of a cold-blooded killer, or risk letting him walk free for good. In this gripping, never-before-published story by ""master of the crime thriller"" (Huffington Post) Michael Connelly, Detective Harry Bosch quenches his thirst for justice and shows why he is ""one of the most popular and enduring figures in American crime fiction"" (Chicago Tribune).",'Fiction',4.21,3219028,159493,3.5,77,2011
Michael Connelly,Echo Park,"Detective Harry Bosch, now in the Open-unsolved Unit, receives a call from the DA telling him a serial killer has confessed to several murders. Harry must interview the man about a case he couldn't crack involving the murder of a 22-year-old woman whose body was never found.","'Bosch, Harry (Fictitious character)'",4.21,3219028,159493,5.0,433,2009
Michael Connelly,Crime Beat,True crime.,'True Crime',4.21,3219028,159493,4.0,218,2009
Michael Connelly,The Lincoln Lawyer,"Mickey Haller is a Lincoln Lawyer, a criminal defence attorney who operates out of the back of his car, a Lincoln, taking whatever cases the system throws in his path. When a Beverly Hills rich boy is arrested for brutally beating a woman, Haller has his first high-paying client in years.",'Fiction',4.21,3219028,159493,4.0,975,2011
Michael Connelly,The Drop,"In his fierce search for a new case, Detective Harry Bosch discovers a killer hiding behind suspicious DNA evidence -- and a political conspiracy that could destroy the Los Angeles Police Department. DNA from a 1989 rape and murder matches a 29-year-old convicted rapist. Was he an eight-year-old killer or has something gone terribly wrong in the new Regional Crime Lab? The latter possibility could compromise all of the lab's DNA cases currently in court. Then Bosch and his partner are called to a death scene fraught with internal politics. Councilman Irvin Irving's son jumped or was pushed from a window at the Chateau Marmont. Irving, Bosch's longtime nemesis, has demanded that Harry handle the investigation. Relentlessly pursuing both cases, Bosch makes two chilling discoveries: a killer operating unknown in the city for as many as three decades, and a political conspiracy that goes back into the dark history of the police department.",'Fiction',4.21,3219028,159493,5.0,278,2012
John Green,An Abundance of Katherines,limited display edition,'Juvenile Fiction',3.98,10789515,491869,4.5,248,2006
John Green,Looking for Alaska,"The unmissable and genre-defining first novel from John Green, the international number one bestselling and award-winning author of THE FAULT IN OUR STARS and TURTLES ALL THE WAY DOWN. Includes a brand-new Readers Guide featuring a Q&A with the author. Soon to be a HULU TV Series! ""In the dark beside me, she smelled of sweat and sunshine and vanilla and on that thin-mooned night I could see little more than her silhouette, but even in the dark, I could see her eyes - fierce emeralds. And beautiful."" BEFORE. Miles Halter's whole life has been one big non-event until he starts at anything-but-boring Culver Creek Boarding School and meets Alaska Young. Gorgeous, clever, funny and utterly fascinating she pulls Miles into her world, launches him into a new life, and steals his heart. But when tragedy strikes, and Miles comes face-to-face with death he discovers the value of living and loving unconditionally. AFTER: Nothing will ever be the same. Poignant, funny, heartbreaking and compelling, this novel will stay with you forever. Now a TV series from HULU.",'Boarding schools',3.98,10789515,491869,2.0,271,2012
John Green,Let It Snow,"Now a Netflix Original Film! #1 New York Times bestseller An ill-timed storm on Christmas Eve buries the residents of Gracetown under multiple feet of snow and causes quite a bit of chaos. One brave soul ventures out into the storm from her stranded train, setting off a chain of events that will change quite a few lives. Over the next three days one girl takes a risky shortcut with an adorable stranger, three friends set out to win a race to the Waffle House (and the hash brown spoils), and the fate of a teacup pig falls into the hands of a lovesick barista. A trio of today’s bestselling authors—John Green, Maureen Johnson, and Lauren Myracle—brings all the magic of the holidays to life in three hilarious and charming interconnected tales of love, romance, and kisses that will steal your breath away. “A comedy as delicious as any whipped up by the Bard.” —Washington Post Book World",'Young Adult Fiction',3.98,10789515,491869,4.5,85,2019
Blake Crouch,Upgrade,"NEW YORK TIMES BESTSELLER • “If Michael Crichton had written a superhero novel, it would look a lot like Upgrade.”—The New York Times Book Review “You don’t so much sympathize with the main character as live inside his skin.”—DIANA GABALDON, #1 New York Times bestselling author of the Outlander series “Mysterious, fascinating, and deeply moving—exploring the very nature of what it means to be human.”—ALEX MICHAELIDES, #1 New York Times bestselling author of The Silent Patient and The Maiden ONE OF THE BEST BOOKS OF THE YEAR: Time, She Reads The mind-blowing new thriller from the New York Times bestselling author of Dark Matter and Recursion—currently in development as a motion picture at Steven Spielberg's Amblin Partners “You are the next step in human evolution.” At first, Logan Ramsay isn’t sure if anything’s different. He just feels a little . . . sharper. Better able to concentrate. Better at multitasking. Reading a bit faster, memorizing better, needing less sleep. But before long, he can’t deny it: Something’s happening to his brain. To his body. He’s starting to see the world, and those around him—even those he loves most—in whole new ways. The truth is, Logan’s genome has been hacked. And there’s a reason he’s been targeted for this upgrade. A reason that goes back decades to the darkest part of his past, and a horrific family legacy. Worse still, what’s happening to him is just the first step in a much larger plan, one that will inflict the same changes on humanity at large—at a terrifying cost. Because of his new abilities, Logan’s the one person in the world capable of stopping what’s been set in motion. But to have a chance at winning this war, he’ll have to become something other than himself. Maybe even something other than human. And even as he’s fighting, he can’t help wondering: what if humanity’s only hope for a future really does lie in engineering our own evolution? Intimate in scale yet epic in scope, Upgrade is an intricately plotted, lightning-fast tale that charts one man’s thrilling transformation, even as it asks us to ponder the limits of our humanity—and our boundless potential.",'Fiction',4.06,1568698,172722,4.1,412,2005
Blake Crouch,Dark Matter,"A mind-bending, relentlessly paced science-fiction thriller, in which an ordinary man is kidnapped, knocked unconscious--and awakens in a world inexplicably different from the reality he thought he knew.",'Kidnapping',4.06,1568698,172722,5.0,375,2016
Blake Crouch,Pines,"""Secret service agent Ethan Burke arrives in Wayward Pines, Idaho, with a clear mission: locate and recover two federal agents who went missing in the bucolic town one month earlier. But within minutes of his arrival, Ethan is involved in a violent accident. He comes to in a hospital, with no ID, no cell phone, and no briefcase. The medical staff seems friendly enough, but something feels ... off. As the days pass, Ethan's investigation into the disappearance of his colleagues turns up more questions than answers. Why can't he get any phone calls through to his wife and son in the outside world? Why doesn't anyone believe he is who he says he is? And what is the purpose of the electrified fences surrounding the town? Are they meant to keep the residents in? Or something else out? Each step closer to the truth takes Ethan further from the world he thought he knew, from the man he thought he was, until he must face a horrifying fact - he may never get out of Wayward Pines alive"" -- Author's website.",'Idaho',4.06,1568698,172722,5.0,0,2015
Sidney Sheldon,Master of the Game,"PREPARE TO BE DAZZLED BY THIS CLASSIC BESTSELLER FROM MASTER STORYTELLER SIDNEY SHELDON! WHO IS KATE BLACKWELL? She is the symbol of success, the beautiful woman who parlayed her inheritance into an international conglomerate. Winner of a unique position among the wealthy and world-renowned. And she's a survivor, indomitable as her father, the man who returned from the edge of death to wrench a fortune in diamonds from the bleak South African earth. Now, celebrating her ninetieth birthday, Kate surveys the family she has manipulated, dominated, and loved: the fair and the grotesque, the mad and the mild, the good and the evil -- her winnings in life. Is she the...MASTER OF THE GAME?",'Fiction',3.88,678654,25137,4.0,451,2009
Sidney Sheldon,The Sky is Falling,"The new novel that Sidney Sheldon's millions of fans all over the world have been waiting for. And, like his sixteen previous books, it is destined for a top place on bestseller lists everywhere. The Sky is Falling contains all the elements which make Sidney Sheldon's works impossible to put down: power, money, greed, lust, corruption... and a strong female central character. In this instance it is a TV anchorwoman from Washington DC. All her investigative instincts tell her that a brutal series of murders are linked - and she travels the world to prove it. But the closer she comes to uncovering the truth the more she realizes her own life is in jeopardy. However, she is not about to give up - the hunter becomes the hunted. As readers navigate the twists and turns of the plot, they'll know they must anticipate the unexpected - Sidney Sheldon's hallmark. And they won't be disappointed.",'Fiction',3.88,678654,25137,4.1,412,2005
Sidney Sheldon,The Other Side of Midnight,"In Paris, Washington, and at a breathtaking villa in Greece, an innocent American becomes a bewildered, horror-stricken pawn in a game of vengeance and betrayal, in this paperback reissue of Sheldon's #1 bestseller. Copyright © Libri GmbH. All rights reserved.",'Fiction',3.88,678654,25137,5.0,1114,2012
Sidney Sheldon,A Stranger in the Mirror,"This is a rip-roaring thriller and insider view of the entertainment industry from the bestselling author of Nothing Lasts Forever. Toby Temple and Jill Castle rule the kingdom of Hollywood until lust, jealousy and revenge take over.",'Fiction',3.88,678654,25137,5.0,534,1996
Sidney Sheldon,Tell Me Your Dreams,Computer whiz Ashley Patterson is convinced she is being stalked. Coworker Toni Prescott has a penchant for Internet dating and little time for anyone else. And Alette Peters prefers quiet weekends in the arms of a beefcake artist. They know virtually nothing about each other--until the three women are linked by a murder investigation that will lead to one of the most bizarre trials of the century.,'Fiction',3.88,678654,25137,4.5,366,1998
Mick Herron,This Is What Happened,"Something's happened. A lot of things have happened. If she could turn back time, she wondered how far she would go. Twenty-six-year-old Maggie Barnes is someone you would never look at twice. Living alone in a month-to-month sublet in London, with no family but an estranged sister, no boyfriend or partner, and not much in the way of friends, Maggie is just the kind of person who could vanish from the face of the earth without anyone taking notice. Or just the kind of person MI5 needs to thwart an international plot that puts all of Britain at risk. Now one young woman has the chance to be a hero - if she can think quickly enough to stay alive.",'Fiction',4.18,336349,25268,5.0,190,2018
Mick Herron,Nobody Walks,"Tom Bettany, a British ex-spy crammed with dark skills, comes out of retirement when he learns his estranged son is dead. His quest leads him to the shadowy Vincent Driscoll, head of the software-design firm Liam worked for, and to the bizarre Dame Ingrid Tearney, head of the Intelligence Service, who is either worried that Bettany will discover something better kept under wraps or else wants Bettany to do some dirty work on her behalf.",'Sons',4.18,336349,25268,4.1,412,2005
Rachel Howzell Hall,These Toxic Things,"A dead woman's cherished trinkets become pieces to a terrifying puzzle. Mickie Lambert creates ""digital scrapbooks"" for clients, ensuring that precious souvenirs aren't forgotten or lost. When her latest client, Nadia Denham, a curio shop owner, dies from an apparent suicide, Mickie honors the old woman's last wish and begins curating her peculiar objets d'art. A music box, a hair clip, a key chain--twelve mementos in all that must have meant so much to Nadia, who collected them on her flea market scavenges across the country. But these tokens mean a lot to someone else, too. Mickie has been receiving threatening messages to leave Nadia's past alone. It's becoming a mystery Mickie is driven to solve. Who once owned these odd treasures? How did Nadia really come to possess them? Discovering the truth means crossing paths with a long-dormant serial killer and navigating the secrets of a sinister past. One that might, Mickie fears, be inescapably entwined with her own.",'Fiction',3.57,93141,9609,5.0,430,2021
Rachel Howzell Hall,We Lie Here,"A woman's trip home reveals frightening truths in a twisty novel of murder and family secrets by the New York Times bestselling author of And Now She's Gone and These Toxic Things. TV writer Yara Gibson's hometown of Palmdale, California, isn't her first choice for a vacation. But she's back to host her parents' twentieth-anniversary party and find the perfect family mementos for the celebration. Everything is going to plan until Yara receives a disturbing text: I have information that will change your life. The message is from Felicia Campbell, who claims to be a childhood friend of Yara's mother. But they've been estranged for years--drama best ignored and forgotten. But Yara can't forget Felicia, who keeps texting, insisting that Yara talk to her ""before it's too late."" But the next day is already too late for Felicia, whose body is found floating in Lake Palmdale. Before she died, Felicia left Yara a key to a remote lakeside cabin. In the basement are files related to a mysterious tragedy, unsolved since 1998. What secrets was Felicia hiding? How much of what Yara knows about her family has been true? The deeper Yara digs for answers, the more she fears that Felicia was right. Uncovering the truth about what happened at the cabin all those years ago will change Yara's life--or end it.",'Fiction',3.57,93141,9609,3.5,412,2022
Rachel Howzell Hall,What Never Happened,"It's murder in paradise as a woman uncovers a host of secrets off the rocky California coast in a gripping novel of suspense by New York Times bestselling author Rachel Howzell Hall. Colette ""Coco"" Weber has relocated to her Catalina Island home, where, twenty years before, she was the sole survivor of a deadly home invasion. All Coco wants is to see her aunt Gwen, get as far away from her ex as possible, and get back to her craft--writing obituaries. Thankfully, her college best friend, Maddy, owns the local paper and has a job sure to keep Coco busy, considering the number of elderly folks who are dying on the island. But as Coco learns more about these deaths, she quickly realizes that the circumstances surrounding them are remarkably similar...and not natural. Then Coco receives a sinister threat in the mail: her own obituary. As Coco begins to draw connections between a serial killer's crimes and her own family tragedy, she fears that the secrets on Catalina Island might be too deep to survive. Because whoever is watching her is hell-bent on finally putting her past to rest.",'Fiction',3.57,93141,9609,5.0,0,2023
Rachel Howzell Hall,A Quiet Storm,"In this vividly written, suspense-driven novel, the secrets shared between two sisters erupt in tragedy. Rikki Moore was always the star of the family, easily outshining her younger sister, Stacy, at every turn. Smart, kind, and beautiful, it was no surprise when Rikki met and married the perfect man -- pediatrician Matt Dresden. Her students at 59th Street Elementary School adored her, the church matrons solicited her help on every committee, and everyone wanted the golden couple to put in an appearance at their parties. Stacy? She was just the overweight little sister who couldn't get her love life together. But the world didn't know about the storms that rippled just beneath the surface of Rikki's image of perfection. Ever since she was a teenager there were emotional breakdowns and obsessive behaviors -- secrets that Stacy was left to bear alone. Folks whispered, but they didn't know. When Rikki's husband, Matt, mysteriously disappears, however, the Moore family's carefully constructed image comes crashing down.",'Fiction',3.57,93141,9609,5.0,0,2002
Kristin Hannah,Home Front,"In her bestselling novels Kristin Hannah has plumbed the depths of friendship, the loyalty of sisters, and the secrets mothers keep. Now, in her most emotionally powerful story yet, she explores the intimate landscape of a troubled marriage with this provocative and timely portrait of a husband and wife, in love and at war. All marriages have a breaking point. All families have wounds. All wars have a cost. . . . Like many couples, Michael and Jolene Zarkades have to face the pressures of everyday life---children, careers, bills, chores---even as their twelve-year marriage is falling apart. Then an unexpected deployment sends Jolene deep into harm's way and leaves defense attorney Michael at home, unaccustomed to being a single parent to their two girls. As a mother, it agonizes Jolene to leave her family, but as a solider she has always understood the true meaning of duty. In her letters home, she paints a rose-colored version of her life on the front lines, shielding her family from the truth. But war will change Jolene in ways that none of them could have foreseen. When tragedy strikes, Michael must face his darkest fear and fight a battle of his own---for everything that matters to his family. At once a profoundly honest look at modern marriage and a dramatic exploration of the toll war takes on an ordinary American family, Home Front is a story of love, loss, heroism, honor, and ultimately, hope.",'Fiction',4.4,7767962,665021,3.5,414,2012
Kristin Hannah,The Nightingale,"The bestselling Reese Witherspoon Book Club Pick 'One of the greatest storytellers of our time' - Delia Owens, author of Where the Crawdads Sing Soon to be a major motion picture, The Nightingale is a multi-million copy bestseller across the world. It is a heart-breakingly beautiful novel that celebrates the resilience of the human spirit and the endurance of women. 'I always thought it was what I wanted: to be loved and admired. Now I think perhaps I’d like to be known' This story is about what it was like to be a woman during World War II when women’s stories were all too often forgotten or overlooked . . . Vianne and Isabelle Mauriac are two sisters, separated by years and experience, by ideals and passion and circumstance, each embarking on her own dangerous path towards survival, love and freedom in war-torn France. Kristin Hannah's The Nightingale is a novel for everyone, a novel for a lifetime. ‘A rich, compelling novel of love, sacrifice and survival’ - Kate Morton ‘Movingly written and plotted with the heartless skill of a Greek tragedy, you’ll keep turning the pages until the last racking sob’ - Daily Mail ‘I loved The Nightingale . . . great characters, great plots, great emotions, who could ask for more in a novel?’ - Isabel Allende, bestselling author of The House of the Spirits ‘A gripping tale of family, love, grief and forgiveness’ - Sunday Express The Nightingale has sold more than 4 million copies globally, TIME, February 2021",'Fiction',4.4,7767962,665021,4.0,396,2011
Kristin Hannah,Home Front,"""Home Front is Hannah's crowning achievement.""—The Huffington Post In this powerhouse of a novel, Kristin Hannah explores the intimate landscape of a troubled marriage with this provocative and timely portrait of a husband and wife, in love and at war. All marriages have a breaking point. All families have wounds. All wars have a cost. . . . Like many couples, Michael and Jolene Zarkades have to face the pressures of everyday life—children, careers, bills, chores—even as their twelve-year marriage is falling apart. Then a deployment sends Jolene deep into harm's way and leaves defense attorney Michael at home, unaccustomed to being a single parent to their two girls. As a mother, it agonizes Jolene to leave her family, but as a solider, she has always understood the true meaning of duty. In her letters home, she paints a rose-colored version of her life on the front lines, shielding her family from the truth. But war will change Jolene in ways that none of them could have foreseen. When tragedy strikes, Michael must face his darkest fear and fight a battle of his own—for everything that matters to his family. At once a profoundly honest look at modern marriage and a dramatic exploration of the toll war takes on an ordinary American family, Home Front is a story of love, loss, heroism, honor, and ultimately, hope. ""Hannah has written a remarkable tale of duty, love, strength, and hope that is at times poignant and always thoroughly captivating and relevant."" —Library Journal (starred review)",'Fiction',4.4,7767962,665021,4.0,336,2013
Kristin Hannah,Magic Hour,"In Rain Valley, nothing much ever happens-until a girl emerges from the deep woods and walks into town. She is a victim unlike any Julia has ever seen: a child locked in a world of unimaginable fear and isolation.",'Fiction',4.4,7767962,665021,5.0,402,2006
Kristin Hannah,When Lightning Strikes,"“Hannah is superb at delving into her main characters’ psyches and delineating nuances of feeling.”—The Washington Post Book World Romance writer Alaina Costanza has given up on dreams and fairy tales. Then one stormy night, she is suddenly plunged back in time to the wild, Western world of her newest novel. Disoriented and disbelieving, she is kidnapped by her own character, a ruthless outlaw known only as Killian. But this “dream” is all too real. Once wisecracking and invincible, Alaina is now a mother desperate to return to the child she left behind—one hundred years in the future. Yet Alaina and Killian will discover a love too magnificent to last a single lifetime. But for the sake of Alaina’s child, they must risk it all and fight for a future that depends on lightning striking . . . twice. “Hannah writes with candor, tenderness, and vivid detail. Her characters are endearing and admirable.”—Publishers Weekly",'Fiction',4.4,7767962,665021,5.0,388,1994
